ID,primaryTitle,startYear,averageRating,numVotes,tconst
1035,Millennium Actress,2001,7.8,35104,tt0291350
1036,C.R.A.Z.Y.,2005,7.8,34857,tt0401085
1037,Black Hawk Down,1997,7.9,34694,tt4330758
1038,Hindi Medium,2017,7.8,34503,tt5764096
1039,The Thin Man,1934,7.9,34181,tt0025878
1040,The Sacrifice,1986,7.9,33786,tt0091670
1041,Dev.D,2009,7.9,33497,tt1327035
1042,The Leopard,1963,7.9,33152,tt0057091
1043,The Rules of the Game,1939,7.9,32782,tt0031885
1044,Nostalghia,1983,7.9,32106,tt0086022
1045,The Big Heat,1953,7.9,31492,tt0045555
1046,In Cold Blood,1967,7.9,31016,tt0061809
1047,The Blue Elephant,2014,8.0,30695,tt3461252
1048,Le cercle rouge,1970,7.9,30683,tt0065531
1049,Elevator to the Gallows,1958,7.9,30645,tt0051378
1050,Sirf Ek Bandaa Kaafi Hai,2023,8.0,30638,tt24485052
1051,Mildred Pierce,1945,7.9,30434,tt0037913
1052,Sullivan's Travels,1941,7.9,30044,tt0034240
1053,The Wild Pear Tree,2018,8.0,29835,tt6628102
1054,Beauty and the Beast,1946,7.9,29313,tt0038348
1055,Arjun Reddy,2017,7.9,29142,tt7294534
1056,Jodorowsky's Dune,2013,8.0,28954,tt1935156
1057,The Way He Looks,2014,7.9,28954,tt1702014
1058,Through a Glass Darkly,1961,7.9,28759,tt0055499
1059,Winter Light,1963,8.0,28641,tt0057358
1060,My Man Godfrey,1936,7.9,27883,tt0028010
1061,Viridiana,1961,8.0,27449,tt0055601
1062,Evangelion: 2.0 You Can (Not) Advance,2009,7.9,27386,tt0860906
1063,The Thin Blue Line,1988,7.9,27187,tt0096257
1064,A Matter of Life and Death,1946,8.0,27016,tt0038733
1065,The Ox-Bow Incident,1943,8.0,26375,tt0036244
1066,The Fog of War,2003,8.0,25842,tt0317910
1067,Day for Night,1973,8.0,25817,tt0070460
1068,24,2016,7.9,25781,tt4981966
1069,Threads,1984,7.9,25750,tt0090163
1070,La Notte,1961,7.9,25711,tt0054130
1071,Silenced,2011,8.0,25678,tt2070649
1072,Ali: Fear Eats the Soul,1974,8.0,25329,tt0071141
1073,Tampopo,1985,7.9,25146,tt0092048
1074,Manon of the Spring,1986,8.0,25125,tt0091480
1075,Doctor Strange,2016,7.5,855915,tt1211837
1076,John Wick,2014,7.5,797724,tt2911666
1077,Spider-Man 2,2004,7.5,758979,tt0316654
1078,The Hunger Games: Catching Fire,2013,7.5,755639,tt1951264
1079,Harry Potter and the Chamber of Secrets,2002,7.5,739699,tt0295297
1080,Sherlock Holmes,2009,7.5,694979,tt0988045
1081,Harry Potter and the Order of the Phoenix,2007,7.5,675756,tt0373889
1082,Baby Driver,2017,7.5,661449,tt3890160
1083,Zombieland,2009,7.5,651347,tt1156398
1084,A Quiet Place,2018,7.5,637415,tt6644200
1085,The Conjuring,2013,7.5,593669,tt1457767
1086,Source Code,2011,7.5,571943,tt0945513
1087,Love Actually,2003,7.5,561918,tt0314331
1088,Indiana Jones and the Temple of Doom,1984,7.5,557153,tt0087469
1089,Ice Age,2002,7.5,549577,tt0268380
1090,Avatar: The Way of Water,2022,7.5,544135,tt1630029
1091,Deadpool & Wolverine,2024,7.5,523755,tt6263850
1092,28 Days Later,2002,7.5,514388,tt0289043
1093,Back to the Future Part III,1990,7.5,506263,tt0099088
1094,Gangs of New York,2002,7.5,492644,tt0217505
1095,The Hurt Locker,2008,7.5,487695,tt0887912
1096,Scott Pilgrim vs. the World,2010,7.5,486306,tt0446029
1097,Collateral,2004,7.5,455611,tt0369339
1098,The Town,2010,7.5,436850,tt0840361
1099,The Devil's Advocate,1997,7.5,429930,tt0118971
1100,Batman,1989,7.5,423628,tt0096895
1101,127 Hours,2010,7.5,417539,tt1542344
1102,Eyes Wide Shut,1999,7.5,406273,tt0120663
1103,The Illusionist,2006,7.5,399457,tt0443543
1104,The Aviator,2004,7.5,398286,tt0338751
1105,Jackie Brown,1997,7.5,394090,tt0119396
1106,Total Recall,1990,7.5,372741,tt0100802
1107,Interview with the Vampire,1994,7.5,366754,tt0110148
1108,Incredibles 2,2018,7.5,357308,tt3606756
1109,Les Misérables,2012,7.5,356778,tt1707386
1110,Hugo,2011,7.5,344883,tt0970179
1111,The Greatest Showman,2017,7.5,335008,tt1485796
1112,Babel,2006,7.5,325275,tt0449467
1113,Lone Survivor,2013,7.5,318156,tt1091191
1114,Fear and Loathing in Las Vegas,1998,7.5,313053,tt0120669
1115,Contact,1997,7.5,305952,tt0118884
1116,BlacKkKlansman,2018,7.5,305082,tt7349662
1117,Furiosa: A Mad Max Saga,2024,7.5,299341,tt12037194
1118,Enemy at the Gates,2001,7.5,288308,tt0215750
1119,Blow,2001,7.5,283913,tt0221027
1120,Perfume: The Story of a Murderer,2006,7.5,274733,tt0396171
1121,The Impossible,2012,7.5,258125,tt1649419
1122,"I, Tonya",2017,7.5,255652,tt5580036
1123,The Favourite,2018,7.5,250387,tt5083738
1124,Master and Commander: The Far Side of the World,2003,7.5,249182,tt0311113
1125,Munich,2005,7.5,248911,tt0408306
1126,Sleepers,1996,7.5,247007,tt0117665
1127,Kiss Kiss Bang Bang,2005,7.5,245641,tt0373469
1128,Stranger Than Fiction,2006,7.5,242256,tt0420223
1129,Erin Brockovich,2000,7.5,237236,tt0195685
1130,National Lampoon's Christmas Vacation,1989,7.5,236280,tt0097958
1131,Thank You for Smoking,2005,7.5,233511,tt0427944
1132,Inside Out 2,2024,7.5,229695,tt22022452
1133,Promising Young Woman,2020,7.5,228723,tt9620292
1134,Upgrade,2018,7.5,226616,tt6499752
1135,Traffic,2000,7.5,226576,tt0181865
1136,The Crow,1994,7.5,225362,tt0109506
1137,The Hunt for Red October,1990,7.5,225322,tt0099810
1138,Sideways,2004,7.5,213026,tt0375063
1139,The Abyss,1989,7.5,203977,tt0096754
1140,Tucker and Dale vs Evil,2010,7.5,203870,tt1465522
1141,Battle Royale,2000,7.5,202720,tt0266308
1142,Breakfast at Tiffany's,1961,7.5,200490,tt0054698
1143,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,199894,tt0443680
1144,A Man Called Otto,2022,7.5,198237,tt7405458
1145,The Covenant,2023,7.5,195121,tt4873118
1146,Grindhouse,2007,7.5,194969,tt0462322
1147,Legends of the Fall,1994,7.5,193829,tt0110322
1148,A Time to Kill,1996,7.5,193089,tt0117913
1149,Milk,2008,7.5,183805,tt1013753
1150,Trading Places,1983,7.5,175985,tt0086465
1151,Saving Mr. Banks,2013,7.5,173736,tt2140373
1152,Pinocchio,1940,7.5,168448,tt0032910
1153,Lost Highway,1997,7.6,165195,tt0116922
1154,A Fish Called Wanda,1988,7.5,161840,tt0095159
1155,Escape from Alcatraz,1979,7.5,159750,tt0079116
1156,I Am Sam,2001,7.6,159493,tt0277027
1157,Brooklyn,2015,7.5,156426,tt2381111
1158,Wallace & Gromit: The Curse of the Were-Rabbit,2005,7.5,154693,tt0312004
1159,Gifted,2017,7.6,153919,tt4481414
1160,My Cousin Vinny,1992,7.6,152513,tt0104952
1161,King Richard,2021,7.5,149067,tt9620288
1162,Still Alice,2014,7.5,148312,tt3316960
1163,The Big Sick,2017,7.5,148100,tt5462602
1164,Robin Hood,1973,7.5,146326,tt0070608
1165,The Book Thief,2013,7.5,145922,tt0816442
1166,The Hours,2002,7.5,145014,tt0274558
1167,The Two Popes,2019,7.6,143620,tt8404614
1168,Doubt,2008,7.5,142917,tt0918927
1169,The Omen,1976,7.5,142545,tt0075005
1170,The Florida Project,2017,7.6,142222,tt5649144
1171,Leaving Las Vegas,1995,7.5,141945,tt0113627
1172,Pleasantville,1998,7.5,140918,tt0120789
1173,The Mitchells vs. the Machines,2021,7.6,137215,tt7979580
1174,Star Trek: First Contact,1996,7.6,135862,tt0117731
1175,Field of Dreams,1989,7.5,135828,tt0097351
1176,Fahrenheit 9/11,2004,7.5,134180,tt0361596
1177,Barton Fink,1991,7.6,133479,tt0101410
1178,Sound of Freedom,2023,7.6,132854,tt7599146
1179,"Love, Simon",2018,7.5,131597,tt5164432
1180,The Life of David Gale,2003,7.5,130310,tt0289992
1181,The Fabelmans,2022,7.5,130163,tt14208870
1182,An American Werewolf in London,1981,7.5,130109,tt0082010
1183,Monty Python's the Meaning of Life,1983,7.5,128356,tt0085959
1184,Deliverance,1972,7.6,125919,tt0068473
1185,"tick, tick... BOOM!",2021,7.5,125798,tt8721424
1186,West Side Story,1961,7.6,125548,tt0055614
1187,Guillermo del Toro's Pinocchio,2022,7.6,122474,tt1488589
1188,The Wave,2008,7.6,119505,tt1063669
1189,Aftersun,2022,7.6,119031,tt19770238
1190,Enter the Dragon,1973,7.6,117910,tt0070034
1191,Dark Waters,2019,7.6,117524,tt9071322
1192,The Peanut Butter Falcon,2019,7.6,116107,tt4364194
1193,Frost/Nixon,2008,7.6,114965,tt0870111
1194,United 93,2006,7.6,113940,tt0475276
1195,The Secret World of Arrietty,2010,7.6,113102,tt1568921
1196,Volver,2006,7.6,111119,tt0441909
1197,The Iron Claw,2023,7.6,110109,tt21064584
1198,Philomena,2013,7.6,106175,tt2431286
1199,The Hurricane,1999,7.6,105970,tt0174856
1200,Rebel Without a Cause,1955,7.6,101596,tt0048545
1201,Pushpa: The Rise - Part 1,2021,7.6,97910,tt9389998
1202,The Bridges of Madison County,1995,7.6,94131,tt0112579
1203,The Social Dilemma,2020,7.6,92708,tt11464826
1204,Freedom Writers,2007,7.6,91045,tt0463998
1205,After Hours,1985,7.6,90756,tt0088680
1206,Only the Brave,2017,7.6,86548,tt3829920
1207,The Kite Runner,2007,7.6,84223,tt0419887
1208,Three Colors: White,1994,7.6,83695,tt0111507
1209,Duel,1971,7.6,83522,tt0067023
1210,Mysterious Skin,2004,7.6,82027,tt0370986
1211,Just Mercy,2019,7.6,81568,tt4916630
1212,Fearless,2006,7.6,80397,tt0446059
1213,A Very Long Engagement,2004,7.6,77219,tt0344510
1214,The Station Agent,2003,7.6,77023,tt0340377
1215,The Body,2012,7.6,76989,tt1937149
1216,Hotel Mumbai,2018,7.6,76552,tt5461944
1217,The Girl Who Leapt Through Time,2006,7.6,74099,tt0808506
1218,Sabrina,1954,7.6,74027,tt0047437
1219,All of Us Strangers,2023,7.6,73884,tt21192142
1220,Cell 211,2009,7.6,72863,tt1242422
1221,Control,2007,7.6,70596,tt0421082
1222,The Little Prince,2015,7.6,69766,tt1754656
1223,Waking Life,2001,7.6,68701,tt0243017
1224,Where Eagles Dare,1968,7.6,66151,tt0065207
1225,Victoria,2015,7.6,65909,tt4226388
1226,Sanju,2018,7.6,65170,tt6452574
1227,The 39 Steps,1935,7.6,64659,tt0026029
1228,Religulous,2008,7.6,60853,tt0815241
1229,Repulsion,1965,7.6,60172,tt0059646
1230,Leviathan,2014,7.6,58948,tt2802154
1231,Shine,1996,7.6,58205,tt0117631
1232,The Purple Rose of Cairo,1985,7.6,57976,tt0089853
1233,Transformers One,2024,7.6,57606,tt8864596
1234,Down by Law,1986,7.6,57518,tt0090967
1235,Kelly's Heroes,1970,7.6,56967,tt0065938
1236,Hard Boiled,1992,7.7,56761,tt0104684
1237,Suzume,2022,7.6,56595,tt16428256
1238,The Double Life of Véronique,1991,7.6,55755,tt0101765
1239,The Man Who Would Be King,1975,7.7,54308,tt0073341
1240,The Killer,1989,7.7,53472,tt0097202
1241,From Here to Eternity,1953,7.6,53231,tt0045793
1242,When Marnie Was There,2014,7.6,52897,tt3398268
1243,Belle de Jour,1967,7.6,52180,tt0061395
1244,The Past,2013,7.7,52016,tt2404461
1245,The Vanishing,1988,7.7,51696,tt0096163
1246,The Holy Mountain,1973,7.7,51055,tt0071615
1247,The Discreet Charm of the Bourgeoisie,1972,7.7,49500,tt0068361
1248,The Boy Who Harnessed the Wind,2019,7.6,49480,tt7533152
1249,The Verdict,1982,7.7,49094,tt0084855
1250,Short Cuts,1993,7.6,49062,tt0108122
1251,Naked,1993,7.7,47309,tt0107653
1252,Vicky Donor,2012,7.7,46867,tt2317337
1253,Le Dîner de Cons,1998,7.6,46552,tt0119038
1254,Shane,1953,7.6,46532,tt0046303
1255,Jules and Jim,1962,7.7,46193,tt0055032
1256,Key Largo,1948,7.7,45974,tt0040506
1257,The Visitor,2007,7.6,45609,tt0857191
1258,Zelig,1983,7.6,45412,tt0086637
1259,Ludo,2020,7.6,45298,tt7212754
1260,In America,2002,7.6,45090,tt0298845
1261,Zulu,1964,7.7,45001,tt0058777
1262,The Quiet Man,1952,7.7,44727,tt0045061
1263,The Broken Circle Breakdown,2012,7.7,44669,tt2024519
1264,Giant,1956,7.6,44198,tt0049261
1265,Confessions,2010,7.7,44031,tt1590089
1266,The Art of Racing in the Rain,2019,7.6,43951,tt1478839
1267,Evil,2003,7.7,43863,tt0338309
1268,Godzilla,1954,7.6,43840,tt0047034
1269,Three Identical Strangers,2018,7.6,43683,tt7664504
1270,Love and Death,1975,7.6,42851,tt0073312
1271,In a Better World,2010,7.6,42683,tt1340107
1272,Peeping Tom,1960,7.6,42554,tt0054167
1273,The Invisible Man,1933,7.6,42522,tt0024184
1274,Mustang,2015,7.6,42261,tt3966404
1275,The Muppet Movie,1979,7.6,41474,tt0079588
1276,The Commitments,1991,7.6,41461,tt0101605
1277,Hamlet,1996,7.7,41261,tt0116477
1278,Taste of Cherry,1997,7.7,41035,tt0120265
1279,Only Yesterday,1991,7.6,40710,tt0102587
1280,Fantastic Planet,1973,7.6,40505,tt0070544
1281,Vampire Hunter D: Bloodlust,2000,7.7,39196,tt0216651
1282,A Man for All Seasons,1966,7.7,39173,tt0060665
1283,Hedwig and the Angry Inch,2001,7.7,38628,tt0248845
1284,Happy Together,1997,7.7,37015,tt0118845
1285,Joint Security Area,2000,7.7,37001,tt0260991
1286,Red River,1948,7.7,36778,tt0040724
1287,L'Avventura,1960,7.7,36005,tt0053619
1288,Wait Until Dark,1967,7.7,35681,tt0062467
1289,The Promised Land,2023,7.7,35601,tt20561198
1290,Raazi,2018,7.7,35583,tt7098658
1291,Dragon Ball Super: Broly,2018,7.7,35167,tt7961060
1292,The Innocents,1961,7.7,35071,tt0055018
1293,The Edge of Heaven,2007,7.7,34940,tt0880502
1294,Fireworks,1997,7.7,34771,tt0119250
1295,Minnal Murali,2021,7.8,34090,tt7268738
1296,Cape Fear,1962,7.7,33776,tt0055824
1297,The Umbrellas of Cherbourg,1964,7.8,33727,tt0058450
1298,Udta Punjab,2016,7.7,33529,tt4434004
1299,Badla,2019,7.7,32820,tt8130968
1300,14 Peaks: Nothing Is Impossible,2021,7.7,32452,tt14079374
1301,Sorcerer,1977,7.7,32313,tt0076740
1302,Scarface,1932,7.7,32275,tt0023427
1303,Navalny,2022,7.7,32124,tt17041964
1304,The Asphalt Jungle,1950,7.8,31959,tt0042208
1305,My Life as a Zucchini,2016,7.8,31815,tt2321405
1306,Kapoor & Sons,2016,7.7,31643,tt4900716
1307,The Caine Mutiny,1954,7.7,31553,tt0046816
1308,Dreams,1990,7.7,31469,tt0100998
1309,Secret Superstar,2017,7.7,31448,tt6108090
1310,Pad Man,2018,7.8,31246,tt7218518
1311,The Dissident,2020,7.8,30908,tt11382384
1312,Aavesham,2024,7.8,30615,tt26660021
1313,"Like Father, Like Son",2013,7.8,30228,tt2331143
1314,Black Narcissus,1947,7.7,30173,tt0039192
1315,Cléo from 5 to 7,1962,7.8,30080,tt0055852
1316,The Breadwinner,2017,7.7,29950,tt3901826
1317,Hanu Man,2024,7.7,29692,tt15433956
1318,You Can't Take It with You,1938,7.8,29618,tt0030993
1319,The Magdalene Sisters,2002,7.7,29464,tt0318411
1320,Eega,2012,7.7,29334,tt2258337
1321,"What's Up, Doc?",1972,7.7,29220,tt0069495
1322,My Dinner with Andre,1981,7.7,28855,tt0082783
1323,Playtime,1967,7.8,28282,tt0062136
1324,How Green Was My Valley,1941,7.7,28253,tt0033729
1325,Great Expectations,1946,7.8,27707,tt0038574
1326,My Darling Clementine,1946,7.7,27548,tt0038762
1327,Never Look Away,2018,7.7,27389,tt5311542
1328,Brother,1997,7.8,27254,tt0118767
1329,Lakshya,2004,7.8,27193,tt0323013
1330,Breaking Away,1979,7.7,26890,tt0078902
1331,Magadheera,2009,7.7,26802,tt1447500
1332,The Quiet Girl,2022,7.7,26713,tt15109082
1333,That Obscure Object of Desire,1977,7.8,26428,tt0075824
1334,A Place in the Sun,1951,7.7,26246,tt0043924
1335,Guru,2007,7.7,25836,tt0499375
1336,Bad Day at Black Rock,1955,7.7,25740,tt0047849
1337,Embrace of the Serpent,2015,7.8,25445,tt4285496
1338,Article 370,2024,7.8,25393,tt30970235
1339,Hud,1963,7.8,25293,tt0057163
1340,The Killers,1946,7.7,25271,tt0038669
1341,For Love and Honor,2007,7.8,25250,tt1051907
1342,Spider-Man,2002,7.4,936740,tt0145487
1343,Pirates of the Caribbean: Dead Man's Chest,2006,7.4,806010,tt0383574
1344,Spider-Man: Homecoming,2017,7.4,769982,tt2250912
1345,Frozen,2013,7.4,695569,tt2294629
1346,Limitless,2011,7.4,634577,tt1219289
1347,Looper,2012,7.4,620790,tt1276104
1348,Spider-Man: Far from Home,2019,7.4,611186,tt6320628
1349,The Hobbit: The Battle of the Five Armies,2014,7.4,603110,tt2310332
1350,X2: X-Men United,2003,7.4,602237,tt0290334
1351,"Crazy, Stupid, Love.",2011,7.4,599708,tt1570728
1352,Juno,2007,7.4,565670,tt0467406
1353,Mission: Impossible - Ghost Protocol,2011,7.4,555212,tt1229238
1354,John Wick: Chapter 2,2017,7.4,551799,tt4425200
1355,Shrek 2,2004,7.4,538573,tt0298148
1356,Ready Player One,2018,7.4,524938,tt1677720
1357,The Terminal,2004,7.4,520274,tt0362227
1358,Sherlock Holmes: A Game of Shadows,2011,7.4,495336,tt1515091
1359,Borat,2006,7.4,465369,tt0443453
1360,John Wick: Chapter 3 - Parabellum,2019,7.4,463296,tt6146586
1361,Mission: Impossible - Rogue Nation,2015,7.4,436547,tt2381249
1362,10 Things I Hate About You,1999,7.4,428646,tt0147800
1363,Scream,1996,7.4,423966,tt0117571
1364,Beetlejuice,1988,7.4,407615,tt0094721
1365,The Nice Guys,2016,7.4,400605,tt3799694
1366,Cloud Atlas,2012,7.4,382773,tt1371111
1367,The Rock,1996,7.4,372917,tt0117500
1368,Nobody,2021,7.4,366034,tt7888964
1369,Up in the Air,2009,7.4,356787,tt1193138
1370,Lady Bird,2017,7.4,355164,tt4925292
1371,Moonlight,2016,7.4,344934,tt4975722
1372,Uncut Gems,2019,7.4,339637,tt5727208
1373,Law Abiding Citizen,2009,7.4,337140,tt1197624
1374,Zero Dark Thirty,2012,7.4,333412,tt1790885
1375,Nocturnal Animals,2016,7.4,331598,tt4550098
1376,Predestination,2014,7.4,326093,tt2397535
1377,War for the Planet of the Apes,2017,7.4,319547,tt3450958
1378,Me Before You,2016,7.4,317775,tt2674426
1379,Corpse Bride,2005,7.4,317285,tt0121164
1380,Sully,2016,7.4,314910,tt3263904
1381,The Lighthouse,2019,7.4,288724,tt7984734
1382,A Nightmare on Elm Street,1984,7.4,281227,tt0087800
1383,A History of Violence,2005,7.4,267091,tt0399146
1384,The Talented Mr. Ripley,1999,7.4,264061,tt0134119
1385,Dracula,1992,7.4,258756,tt0103874
1386,The Evil Dead,1981,7.4,245069,tt0083907
1387,The Emperor's New Groove,2000,7.4,241069,tt0120917
1388,Lilo & Stitch,2002,7.4,236162,tt0275847
1389,Darkest Hour,2017,7.4,234598,tt4555426
1390,Garden State,2004,7.4,227225,tt0333766
1391,Beverly Hills Cop,1984,7.4,226485,tt0086960
1392,Anora,2024,7.4,221456,tt28607951
1393,Carrie,1976,7.4,220847,tt0074285
1394,Conclave,2024,7.4,216835,tt20215234
1395,The Judge,2014,7.4,215349,tt1872194
1396,Luca,2021,7.4,214447,tt12801262
1397,The English Patient,1996,7.4,210155,tt0116209
1398,REC,2007,7.4,210014,tt1038988
1399,Palm Springs,2020,7.4,204186,tt9484998
1400,Army of Darkness,1992,7.4,203980,tt0106308
1401,Superman,1978,7.4,203063,tt0078346
1402,The Texas Chain Saw Massacre,1974,7.4,201982,tt0072271
1403,K-PAX,2001,7.4,199084,tt0272152
1404,Molly's Game,2017,7.4,198601,tt4209788
1405,High Fidelity,2000,7.4,196428,tt0146882
1406,Mud,2012,7.4,196197,tt1935179
1407,Galaxy Quest,1999,7.4,187464,tt0177789
1408,Air,2023,7.4,187086,tt16419074
1409,Wicked,2024,7.4,181795,tt1262426
1410,Onward,2020,7.4,181389,tt7146812
1411,The Rocky Horror Picture Show,1975,7.4,176811,tt0073629
1412,We Need to Talk About Kevin,2011,7.4,176491,tt1242460
1413,Begin Again,2013,7.4,173436,tt1980929
1414,How to Train Your Dragon: The Hidden World,2019,7.4,170494,tt2386490
1415,Inside Llewyn Davis,2013,7.4,169072,tt2042568
1416,The Orphanage,2007,7.4,168284,tt0464141
1417,Green Street Hooligans,2005,7.4,167910,tt0385002
1418,The Way Way Back,2013,7.4,162075,tt1727388
1419,Phantom Thread,2017,7.4,153488,tt5776858
1420,Man on the Moon,1999,7.4,141668,tt0125664
1421,National Lampoon's Animal House,1978,7.4,134004,tt0077975
1422,Crimson Tide,1995,7.4,132304,tt0112740
1423,A League of Their Own,1992,7.4,127077,tt0104694
1424,Jacob's Ladder,1990,7.4,124910,tt0099871
1425,Malena,2000,7.4,121462,tt0213847
1426,Frequency,2000,7.4,120854,tt0186151
1427,A Single Man,2009,7.5,120812,tt1315981
1428,Little Children,2006,7.5,120297,tt0404203
1429,Tootsie,1982,7.4,119758,tt0084805
1430,Beautiful Boy,2018,7.4,118872,tt1226837
1431,The Man Who Wasn't There,2001,7.5,118592,tt0243133
1432,House of Flying Daggers,2004,7.5,118523,tt0385004
1433,The Warriors,1979,7.5,116647,tt0080120
1434,Ip Man 2,2010,7.5,114744,tt1386932
1435,Lolita,1962,7.5,113554,tt0056193
1436,August Rush,2007,7.4,113425,tt0426931
1437,American Fiction,2023,7.5,113193,tt23561236
1438,Blood Simple,1984,7.5,111158,tt0086979
1439,Headhunters,2011,7.5,109946,tt1614989
1440,Elizabeth,1998,7.4,108740,tt0127536
1441,The Cider House Rules,1999,7.4,107998,tt0124315
1442,Dead Alive,1992,7.5,107703,tt0103873
1443,Following,1998,7.4,107222,tt0154506
1444,Dead Man,1995,7.5,106950,tt0112817
1445,42,2013,7.5,106754,tt0453562
1446,Boys Don't Cry,1999,7.5,106500,tt0171804
1447,Dead Man Walking,1995,7.5,106019,tt0112818
1448,Tár,2022,7.4,105655,tt14444726
1449,Minari,2020,7.4,105454,tt10633456
1450,The Land Before Time,1988,7.4,104412,tt0095489
1451,Richard Jewell,2019,7.5,104032,tt3513548
1452,"Good Night, and Good Luck.",2005,7.4,103929,tt0433383
1453,American Graffiti,1973,7.4,103520,tt0069704
1454,"Synecdoche, New York",2008,7.5,102546,tt0383028
1455,Ghost Dog: The Way of the Samurai,1999,7.5,101721,tt0165798
1456,Reign Over Me,2007,7.4,101692,tt0490204
1457,The Wicker Man,1973,7.5,101584,tt0070917
1458,The Boy and the Heron,2023,7.4,101242,tt6587046
1459,Midnight Run,1988,7.5,100691,tt0095631
1460,Tetris,2023,7.4,100445,tt12758060
1461,Frances Ha,2012,7.4,99826,tt2347569
1462,The Piano,1993,7.5,99295,tt0107822
1463,The Painted Veil,2006,7.4,98722,tt0446755
1464,Selma,2014,7.5,98038,tt1020072
1465,A Monster Calls,2016,7.4,97216,tt3416532
1466,Biutiful,2010,7.4,96843,tt1164999
1467,Judas and the Black Messiah,2021,7.4,95817,tt9784798
1468,The Fisher King,1991,7.5,94721,tt0101889
1469,The Wailing,2016,7.4,93196,tt5215952
1470,La Vie En Rose,2007,7.5,92869,tt0450188
1471,Delicatessen,1991,7.5,92865,tt0101700
1472,Funny Games,1997,7.5,92413,tt0119167
1473,Midnight Express,1978,7.5,92086,tt0077928
1474,A Perfect World,1993,7.5,91535,tt0107808
1475,Lady Vengeance,2005,7.5,90254,tt0451094
1476,Fruitvale Station,2013,7.5,89827,tt2334649
1477,Master,2021,7.4,88108,tt10579952
1478,Notes on a Scandal,2006,7.4,87807,tt0465551
1479,Miss Sloane,2016,7.5,86787,tt4540710
1480,Felon,2008,7.4,86749,tt1117385
1481,Trumbo,2015,7.4,86611,tt3203606
1482,An Inconvenient Truth,2006,7.4,86425,tt0497116
1483,Mid90s,2018,7.4,85048,tt5613484
1484,To Catch a Thief,1955,7.4,84607,tt0048728
1485,Dirty Rotten Scoundrels,1988,7.4,83669,tt0095031
1486,Burning,2018,7.4,82893,tt7282468
1487,Open Range,2003,7.4,82058,tt0316356
1488,A Simple Plan,1998,7.5,80601,tt0120324
1489,Bullitt,1968,7.4,79741,tt0062765
1490,Disconnect,2012,7.5,79519,tt1433811
1491,Sympathy for Mr. Vengeance,2002,7.5,78972,tt0310775
1492,Dangerous Liaisons,1988,7.5,78257,tt0094947
1493,Invasion of the Body Snatchers,1978,7.4,77335,tt0077745
1494,The Piano Teacher,2001,7.5,77329,tt0254686
1495,Quiz Show,1994,7.5,75957,tt0110932
1496,Hunger,2008,7.5,75621,tt0986233
1497,House of Sand and Fog,2003,7.5,74826,tt0315983
1498,The Farewell,2019,7.5,74526,tt8637428
1499,The Man Who Knew Too Much,1956,7.4,74284,tt0049470
1500,The City of Lost Children,1995,7.4,73861,tt0112682
1501,Drive My Car,2021,7.5,73773,tt14039582
1502,Love Me If You Dare,2003,7.5,73726,tt0364517
1503,Marathon Man,1976,7.4,73682,tt0074860
1504,The Devil's Backbone,2001,7.4,73629,tt0256009
1505,Rudy,1993,7.5,72493,tt0108002
1506,Rust and Bone,2012,7.4,72290,tt2053425
1507,Riders of Justice,2020,7.5,71784,tt11655202
1508,Blow Out,1981,7.4,71619,tt0082085
1509,13 Assassins,2010,7.5,70728,tt1436045
1510,Best in Show,2000,7.5,70659,tt0218839
1511,The Player,1992,7.5,70126,tt0105151
1512,The Mauritanian,2021,7.5,69452,tt4761112
1513,Menace II Society,1993,7.5,68090,tt0107554
1514,The Guilty,2018,7.5,67809,tt6742252
1515,The Last Temptation of Christ,1988,7.5,66419,tt0095497
1516,Pain and Glory,2019,7.5,66068,tt8291806
1517,Weathering with You,2019,7.5,65534,tt9426210
1518,The Great Debaters,2007,7.5,65464,tt0427309
1519,Secondhand Lions,2003,7.5,65039,tt0327137
1520,Chaplin,1992,7.5,64618,tt0103939
1521,Cold War,2018,7.5,64350,tt6543652
1522,The Producers,1967,7.5,63431,tt0063462
1523,Miracle,2004,7.5,61925,tt0349825
1524,Dead Man's Shoes,2004,7.5,61621,tt0419677
1525,March of the Penguins,2005,7.5,61443,tt0428803
1526,Kuch Kuch Hota Hai,1998,7.5,60617,tt0172684
1527,Tell No One,2006,7.5,60062,tt0362225
1528,"The Adventures of Priscilla, Queen of the Desert",1994,7.5,59651,tt0109045
1529,Nimona,2023,7.5,58854,tt19500164
1530,The Guns of Navarone,1961,7.5,58341,tt0054953
1531,Fallen Angels,1995,7.5,57556,tt0112913
1532,The Flowers of War,2011,7.5,57491,tt1410063
1533,The Wind that Shakes the Barley,2006,7.5,57490,tt0460989
1534,The Big Blue,1988,7.5,57460,tt0095250
1535,Show Me Love,1998,7.5,57239,tt0150662
1536,Forbidden Planet,1956,7.5,56010,tt0049223
1537,Sophie's Choice,1982,7.5,55622,tt0084707
1538,White Christmas,1954,7.5,55370,tt0047673
1539,Spellbound,1945,7.5,55233,tt0038109
1540,A Royal Affair,2012,7.5,53154,tt1276419
1541,Boiling Point,2021,7.5,51921,tt11127680
1542,Drunken Master II,1994,7.5,50747,tt0111512
1543,Withnail and I,1987,7.5,50661,tt0094336
1544,The Tenant,1976,7.5,50129,tt0074811
1545,A Hard Day's Night,1964,7.5,50120,tt0058182
